quote_id,healthcare_index,sent_mean,healthcare_index_mean
38128,71.7,0.050253,71.7
38129,45.94,0.241263,45.94
38130,73.1,0.026101,73.1
38131,68,0.288284,68
38132,68.6,0.113228,68.6
38133,"68.3, 86.4",-0.054751,77.35
38134,61.4,0.11136,61.4
38135,77.2,0.049439,77.2
38136,60.8,0.005872,60.8
38137,73.1,0.026101,73.1
38138,60.8,0.005872,60.8
38139,60.8,0.005872,60.8
38140,79.7,0.106269,79.7
38141,60.8,0.005872,60.8
38142,51.56,-0.306933,51.56
38143,"40.51, 61.11",0.0897323943661972,50.81
38144,77.2,0.049439,77.2
38145,69.1,0.009625,69.1
38146,73.1,0.026101,73.1
38147,68.3,-0.108925,68.3
38148,66.0842105263158,0.240416,66.0842105263158
38149,68.6,0.113228,68.6
38150,"68, 69.1",0.010203,68.55
38151,68,0.288284,68
38152,69.1,0.009625,69.1
38153,73.1,0.026101,73.1
38154,68.6,0.113228,68.6
38155,"68, 69.1",0.010203,68.55
38156,40.51,0.211499,40.51
38157,60.8,0.005872,60.8
38158,60.8,0.005872,60.8
38159,"60.8, 77.2, 79.7",0.322668,72.56666666666666
38160,"71.1, 73.2, 72",0.189949350649351,72.1
38161,71.9,0.094695,71.9
38162,66.0842105263158,0.240416,66.0842105263158
38163,73.1,0.026101,73.1
38164,68,0.288284,68
38165,68.2,-0.352223,68.2
38166,73.2,0.20085,73.2
38167,"79.7, 68",0.159548,73.85
38168,60.8,0.005872,60.8
38169,66.0842105263158,0.240416,66.0842105263158
38170,65.3,0.055561,65.3
38171,69.1,0.009625,69.1
38172,61.4,0.11136,61.4
38173,"77.7, 73.2, 77.8",0.121020512820513,76.23333333333333
38174,77.2,0.049439,77.2
38175,79.7,0.106269,79.7
38176,48.45,0.038279,48.45
38177,60.8,0.005872,60.8
38178,"71.9, 70.2, 77.2",0.27678,73.10000000000001
38179,68.6,0.113228,68.6
38180,60.8,0.005872,60.8
38181,70.2,0.148847,70.2
38182,66.0842105263158,0.240416,66.0842105263158
38183,67.1,-0.043252,67.1
38184,60.8,0.005872,60.8
38185,79.7,0.106269,79.7
38186,68.6,0.113228,68.6
38187,77.2,0.049439,77.2
38188,55.4,0.116105,55.4
38189,60.8,0.005872,60.8
38190,"68.6, 63.3, 68.1, 63.8",0.0853492063492063,65.94999999999999
38191,68.6,0.113228,68.6
38192,60.8,0.005872,60.8
38193,73.1,0.026101,73.1
38194,68.3,0.15162,68.3
38195,68.6,0.113228,68.6
38196,77.2,0.049439,77.2
38197,79.7,0.106269,79.7
38198,63.3294117647059,0.079029,63.3294117647059
38199,77.2,0.049439,77.2
38200,68.6,0.113228,68.6
38201,73.1,0.026101,73.1
38202,60.8,0.005872,60.8
38203,79.7,0.106269,79.7
38204,60.8,0.005872,60.8
38205,65.0763157894737,0.01022,65.0763157894737
38206,79.7,0.106269,79.7
38207,67.1,-0.043252,67.1
38208,77.2,0.049439,77.2
38209,77.2,0.049439,77.2
38210,60.8,0.005872,60.8
38211,64.12,0.197647,64.12
38212,71.9,0.094695,71.9
38213,65.3,0.055561,65.3
38214,77.2,0.049439,77.2
38215,73.1,0.026101,73.1
38216,79.7,0.106269,79.7
38217,68,0.288284,68
38218,79.7,0.106269,79.7
38219,60.8,0.005872,60.8
38220,"65.0763157894737, 73.2",0.19699,69.13815789473685
38221,68.6,0.113228,68.6
38222,73.2,0.20085,73.2
38223,79.17,0.205227,79.17
38224,"68.1, 63.3",0.030476,65.69999999999999
38225,73.1,0.026101,73.1
38226,60.8,0.005872,60.8
38227,65.0763157894737,0.01022,65.0763157894737
38228,73.1,0.026101,73.1
38229,83,-0.042243,83
38230,68,0.288284,68
38231,69.1,0.009625,69.1
38232,66.0842105263158,0.240416,66.0842105263158
38233,"65.3, 68",0.239752,66.65
38234,"68, 69.1",0.010203,68.55
38235,73.1,0.026101,73.1
38236,"79.7, 83, 66.53",0.185202,76.41
38237,79.7,0.106269,79.7
38238,60.8,0.005872,60.8
38239,77.2,0.049439,77.2
38240,73.1,0.026101,73.1
38241,64.12,0.155578,64.12
38242,73.1,0.026101,73.1
38243,79.7,0.106269,79.7
38244,60.8,0.005872,60.8
38245,79.7,0.106269,79.7
38246,68.6,0.113228,68.6
38247,60.8,0.005872,60.8
38248,68,0.288284,68
38249,73.1,0.026101,73.1
38250,"65.3, 51.9, 57.6, 75.6, 77.7, 72.5",0.137719298245614,66.76666666666667
38251,"77.8, 65.3, 73.2, 79.3, 71.7, 75.6",0.0682486842105263,73.81666666666666
38252,68.6,0.113228,68.6
38253,77.2,0.049439,77.2
38254,77.2,0.049439,77.2
38255,88.19,0.130296,88.19
38256,"65.3, 54, 65, 66.3, 72, 77.2",0.0366236111111111,66.63333333333333
38257,65.0763157894737,0.01022,65.0763157894737
38258,79.7,0.106269,79.7
38259,79.7,0.106269,79.7
38260,"71.9, 70.2",0.095193,71.05000000000001
38261,"73.2, 65.3, 77.7, 77.8",0.274579012345679,73.5
38262,"73.2, 77.8, 71.7, 65.3, 77.2, 75.6, 54",0.0236722222222222,70.68571428571428
38263,"46.5, 77.7",0.162839,62.1
38264,68.6,0.113228,68.6
38265,68,0.288284,68
38266,60.8,0.005872,60.8
38267,68.3,-0.108925,68.3
38268,68,0.288284,68
38269,65.4,0.023996,65.4
38270,68,0.288284,68
38271,"65.3, 77.8",0.003275,71.55
38272,71.7,0.050253,71.7
38273,63.3294117647059,0.079029,63.3294117647059
38274,79.7,0.106269,79.7
38275,68,0.288284,68
38276,40.51,0.211499,40.51
38277,"73.2, 77.8",0.10824,75.5
38278,73.1,0.026101,73.1
38279,79.7,0.106269,79.7
38280,79.7,0.106269,79.7
38281,69.1,0.009625,69.1
38282,"56.3, 68.2, 67.3",-0.0614869565217391,63.93333333333333
38283,61.5,-0.043051,61.5
38284,54,0.054199,54
38285,61.4,0.11136,61.4
38286,79.7,0.106269,79.7
38287,68,0.288284,68
38288,77.2,0.049439,77.2
38289,68.05,0.122124,68.05
38290,66.0842105263158,0.240416,66.0842105263158
38291,60.8,0.005872,60.8
38292,60.8,0.005872,60.8
38293,60.8,0.005872,60.8
38294,79.7,0.106269,79.7
38295,65.0763157894737,0.01022,65.0763157894737
38296,68.6,0.113228,68.6
38297,60.8,0.005872,60.8
38298,"73.1, 48.45, 40.51, 61.11",-0.0400671875,55.7925
38299,67.1,-0.043252,67.1
38300,73.1,0.026101,73.1
38301,77.2,0.049439,77.2
38302,"77.7, 65, 72.5, 65.3, 57.6, 49, 77.8, 51.9, 66.3",0.0783227848101266,64.78888888888889
38303,"73.2, 77.2, 75.6",0.06565,75.33333333333333
38304,68,0.288284,68
38305,68,0.288284,68
38306,67.1,-0.043252,67.1
38307,77.8,-0.204998,77.8
38308,63.8,0.08694,63.8
38309,79.7,0.106269,79.7
38310,68.6,0.113228,68.6
38311,60.8,0.005872,60.8
38312,73.1,0.026101,73.1
38313,75.6,0.139664,75.6
38314,79.7,0.106269,79.7
38315,60.8,0.005872,60.8
38316,68,0.288284,68
38317,60.8,0.005872,60.8
38318,60.8,0.005872,60.8
38319,"71.9, 70.2",0.095193,71.05000000000001
38320,77.8,-0.204998,77.8
38321,66.0842105263158,0.240416,66.0842105263158
38322,73.1,0.026101,73.1
38323,"46.5, 77.7, 73.2",0.22763768115942,65.8
38324,59,0.038123,59
38325,"83, 79.7",0.208559,81.35
38326,67.1,-0.043252,67.1
38327,"79.3, 72, 77.8, 71.7",0.118166037735849,75.2
38328,68.6,0.113228,68.6
38329,"77.8, 77.7, 57.6",9.2299999999999e-4,71.03333333333333
38330,83,-0.042243,83
38331,73.2,0.20085,73.2
38332,64.12,0.197647,64.12
38333,64.12,0.197647,64.12
38334,73.1,0.026101,73.1
38335,68.3,-0.108925,68.3
38336,"65.4, 70.4",0.330871,67.9
38337,73.2,0.20085,73.2
38338,69.1,0.009625,69.1
38339,77.2,0.049439,77.2
38340,40.51,0.211499,40.51
38341,68,0.288284,68
38342,"64.12, 40.51",0.193023,52.315
38343,66.0842105263158,0.240416,66.0842105263158
38344,73.1,0.026101,73.1
38345,77.2,0.049439,77.2
38346,40.51,0.211499,40.51
38347,73.1,0.026101,73.1
38348,79.7,0.106269,79.7
38349,68.6,0.113228,68.6
38350,51.3,0.08469,51.3
38351,71,0.072533,71
38352,"71.9, 70.2",0.095193,71.05000000000001
38353,50,0.209981,50
38354,"77.2, 71.9",0.250265,74.55000000000001
38355,"67.1, 79.7",-0.020754,73.4
38356,73.2,0.20085,73.2
38357,71.9,0.094695,71.9
38358,47.5,0.166389,47.5
38359,"54, 77.2, 66.3, 65, 55.6, 48.5, 55.4, 58, 57.6",0.100944444444444,59.733333333333334
38360,"65.0763157894737, 73.2, 71.9",0.084022972972973,70.05877192982457
38361,71.9,0.094695,71.9
38362,79.7,0.106269,79.7
38363,"61.4, 71.9, 70.2",0.2457,67.83333333333334
38364,"77.7, 65.3, 72.5",-0.041868,71.83333333333333
38365,60.8,0.005872,60.8
38366,60.8,0.005872,60.8
38367,60.8,0.005872,60.8
38368,70.2,0.148847,70.2
38369,"65.3, 57.6",0.206472,61.45
38370,66.0842105263158,0.240416,66.0842105263158
38371,60.8,0.005872,60.8
38372,"67.3, 72.4, 47.37",0.19958064516129,62.35666666666667
38373,68.6,0.113228,68.6
38374,61.4,0.11136,61.4
38375,60.8,0.005872,60.8
38376,79.7,0.106269,79.7
38377,73.1,0.026101,73.1
38378,60.8,0.005872,60.8
38379,71.9,0.094695,71.9
38380,71.1,0.160342,71.1
38381,73.1,0.026101,73.1
38382,60.8,0.005872,60.8
38383,65.0763157894737,0.01022,65.0763157894737
38384,61.4,0.11136,61.4
38385,68.6,0.113228,68.6
38386,60.8,0.005872,60.8
38387,"61.4, 77.2",0.158716,69.3
38388,77.2,0.049439,77.2
38389,68,0.288284,68
38390,68.3,-0.108925,68.3
38391,68,0.288284,68
38392,79.7,0.106269,79.7
38393,60.8,0.005872,60.8
38394,73.2,0.20085,73.2
38395,45.94,0.241263,45.94
38396,73.1,0.026101,73.1
38397,61.4,0.11136,61.4
38398,70.2,0.148847,70.2
38399,73.1,0.026101,73.1
38400,48.45,0.038279,48.45
38401,"69.1, 68",0.024029,68.55
38402,83,-0.042243,83
38403,73.1,0.026101,73.1
38404,60.8,0.005872,60.8
38405,"68, 68.6, 88.19",0.0645898550724638,74.92999999999999
38406,65.0763157894737,0.01022,65.0763157894737
38407,60.8,0.005872,60.8
38408,79.7,0.106269,79.7
38409,57.2,-0.11634,57.2
38410,"68, 51.52, 39.52, 72.4, 59.26625",0.0992714285714286,58.14125
38411,68.05,0.122124,68.05
38412,73.1,0.026101,73.1
38413,64.0191489361702,0.080324,64.0191489361702
38414,73.1,0.026101,73.1
38415,68.3,-0.108925,68.3
38416,48.45,0.038279,48.45
38417,"68.2, 63.3",0.045279,65.75
38418,60.8,-0.088397,60.8
38419,60.8,0.005872,60.8
38420,73.1,0.026101,73.1
38421,"68.3, 66.53, 86.4",-0.162619,73.74333333333334
38422,"60.8, 66.53",0.153223,63.665
38423,59,0.038123,59
38424,68.1,-0.024569,68.1
38425,60.8,0.005872,60.8
38426,69.1,0.009625,69.1
38427,77.2,0.049439,77.2
38428,73.1,0.026101,73.1
38429,60.8,0.005872,60.8
38430,68.6,0.113228,68.6
38431,79.7,0.106269,79.7
38432,"77.2, 61.4, 34.44",0.128736,57.68
38433,63.8,0.08694,63.8
38434,"68, 69.1, 64.0191489361702",-0.040797,67.03971631205673
38435,73.2,0.20085,73.2
38436,66.53,-0.12034347826087,66.53
38437,"65.0763157894737, 60.8, 77.2, 51.56, 71",0.135108695652174,65.12726315789475
38438,79.7,0.106269,79.7
38439,68.6,0.113228,68.6
38440,"61.5, 70.2",0.102932352941176,65.85
38441,73.1,0.026101,73.1
38442,79.7,0.106269,79.7
38443,67.1,-0.043252,67.1
38444,77.2,0.049439,77.2
38445,66.0842105263158,0.240416,66.0842105263158
38446,68.6,0.113228,68.6
38447,77.8,-0.204998,77.8
38448,65.0763157894737,0.01022,65.0763157894737
38449,69.1,0.009625,69.1
38450,77.2,0.049439,77.2
38451,60.8,0.005872,60.8
38452,23.86,0.233491,23.86
38453,73.1,0.026101,73.1
38454,73.1,0.026101,73.1
38455,48.45,0.038279,48.45
38456,60.8,0.005872,60.8
38457,60.8,0.005872,60.8
38458,"72, 77.8, 54",0.0456703125,67.93333333333334
38459,"63.8, 45.27, 61.12",0.0427722222222222,56.73
38460,60.8,0.005872,60.8
38461,51.56,-0.306933,51.56
38462,"77.8, 65.3",-0.066649,71.55
38463,60.8,0.005872,60.8
38464,79.7,0.106269,79.7
38465,61.4,0.11136,61.4
38466,"79.7, 83",0.21883,81.35
38467,60.8,0.005872,60.8
38468,73.2,0.20085,73.2
38469,"70.2, 65.4",0.166639,67.80000000000001
38470,60.8,0.005872,60.8
38471,77.8,-0.204998,77.8
38472,60.8,0.005872,60.8
38473,66.0842105263158,0.240416,66.0842105263158
38474,60.8,0.005872,60.8
38475,73.2,0.20085,73.2
38476,64.12,0.197647,64.12
38477,73.2,0.20085,73.2
38478,68,0.288284,68
38479,77.2,0.049439,77.2
38480,64.12,0.197647,64.12
38481,86.4,0.015649,86.4
38482,"70.4, 71.1, 77.8, 75.6",0.188864516129032,73.725
38483,73.1,0.026101,73.1
38484,"51.3, 73.2",0.22465,62.25
38485,68,0.288284,68
38486,"69.1, 68",0.024029,68.55
38487,70.2,0.148847,70.2
38488,73.1,0.026101,73.1
38489,70.2,0.148847,70.2
38490,79.7,0.106269,79.7
38491,70.4,0.478005,70.4
38492,68.3,-0.108925,68.3
38493,65.4,0.023996,65.4
38494,79.7,0.106269,79.7
38495,65.3,0.055561,65.3
38496,56.25,0.104983,56.25
38497,48.45,0.038279,48.45
38498,73.1,0.026101,73.1
38499,66.53,-0.12034347826087,66.53
38500,79.7,0.106269,79.7
38501,79.7,0.106269,79.7
38502,"71.9, 66.53",-0.017045,69.215
38503,48.45,0.038279,48.45
38504,"65.3, 73.2, 77.8, 57.7",0.189930666666667,68.5
38505,69.1,0.009625,69.1
38506,73.1,0.026101,73.1
38507,"40.51, 61.11",0.0897323943661972,50.81
38508,62.8125,0.060666,62.8125
38509,57.2,-0.11634,57.2
38510,"73.2, 65.0763157894737, 68",0.122431,68.75877192982456
38511,77.2,0.049439,77.2
38512,67.1,-0.043252,67.1
38513,60.8,0.005872,60.8
38514,60.8,0.005872,60.8
38515,73.2,0.20085,73.2
38516,65.0763157894737,0.01022,65.0763157894737
38517,68,0.288284,68
38518,60.8,0.005872,60.8
38519,72.84,0.036889,72.84
38520,65.0763157894737,0.01022,65.0763157894737
38521,"68.3, 68.2, 60.1, 63.8, 61.21, 68.4, 67.3, 47.37, 72.4",0.354575,64.12
38522,68.6,0.113228,68.6
38523,73.1,0.026101,73.1
38524,"73.1, 40.51, 61.11",-0.0151380281690141,58.239999999999995
38525,72,-0.032063,72
38526,60.8,0.005872,60.8
38527,63.8,0.08694,63.8
38528,"71.9, 77.2",0.269077,74.55000000000001
38529,65.0763157894737,0.01022,65.0763157894737
38530,73.1,0.026101,73.1
38531,"79.7, 83",0.21883,81.35
38532,73.1,0.026101,73.1
38533,60.8,0.005872,60.8
38534,73.2,0.20085,73.2
38535,79.7,0.106269,79.7
38536,60.8,0.005872,60.8
38537,73.2,0.20085,73.2
38538,73.1,0.026101,73.1
38539,57.2,-0.11634,57.2
38540,79.7,0.106269,79.7
38541,79.7,0.106269,79.7
38542,77.2,0.049439,77.2
38543,73.2,0.20085,73.2
38544,68.6,0.113228,68.6
38545,71.9,0.094695,71.9
38546,68.6,0.113228,68.6
38547,79.7,0.106269,79.7
38548,68.6,0.113228,68.6
38549,68,0.288284,68
38550,73.1,0.026101,73.1
38551,68,0.288284,68
38552,68.6,0.113228,68.6
38553,68.6,0.113228,68.6
38554,60.8,0.005872,60.8
38555,68.6,0.113228,68.6
38556,79.7,0.106269,79.7
38557,75.6,0.097229,75.6
38558,79.7,0.106269,79.7
38559,77.2,0.049439,77.2
38560,79.7,0.106269,79.7
38561,73.1,0.026101,73.1
38562,73.1,0.026101,73.1
38563,"73.2, 77.8",0.10824,75.5
38564,"60.8, 61.4",0.315296,61.099999999999994
38565,61.4,0.11136,61.4
38566,77.2,0.049439,77.2
38567,60.8,0.005872,60.8
38568,72,-0.032063,72
38569,83,-0.042243,83
38570,"64.12, 68.6",0.220629,66.36
38571,73.1,0.026101,73.1
38572,60.8,0.005872,60.8
38573,73.1,0.026101,73.1
38574,"71.7, 77.8, 65.3",0.208958,71.6
38575,"61.4, 34.44, 77.2, 60.8",0.241757407407407,58.46
38576,61.4,0.11136,61.4
38577,73.1,0.026101,73.1
38578,68,0.288284,68
38579,68.6,0.113228,68.6
38580,71.1,0.160342,71.1
38581,65.3,0.055561,65.3
38582,73.1,0.026101,73.1
38583,77.2,0.049439,77.2
38584,"70.2, 65.4",0.166639,67.80000000000001
38585,65.3,0.055561,65.3
38586,"73.2, 77.8, 51.3, 65.0763157894737",-0.0738430379746836,66.84407894736842
38587,77.2,0.049439,77.2
38588,61.4,0.11136,61.4
38589,79.7,0.106269,79.7
38590,73.1,0.026101,73.1
38591,"77.8, 77.7, 71.9",0.388296666666667,75.8
38592,68.6,0.113228,68.6
38593,"65.0763157894737, 77.8, 72, 46.5, 73.2",0.0654360655737705,66.91526315789474
38594,79.7,0.106269,79.7
38595,"68, 77.8",0.022793,72.9
38596,77.2,0.049439,77.2
38597,65.4,0.023996,65.4
38598,60.8,0.005872,60.8
38599,"72.84, 88.19, 68.6",0.0184898734177215,76.54333333333334
38600,68.05,0.122124,68.05
38601,60.8,0.005872,60.8
38602,65.0763157894737,0.01022,65.0763157894737
38603,73.1,0.026101,73.1
38604,60.8,0.005872,60.8
38605,68.6,0.113228,68.6
38606,68,0.288284,68
38607,60.8,0.005872,60.8
38608,79.7,0.106269,79.7
38609,79.7,0.106269,79.7
38610,72.84,0.036889,72.84
38611,77.8,-0.204998,77.8
38612,"61.11, 40.51",0.0994430379746835,50.81
38613,63.8,0.08694,63.8
38614,83,-0.042243,83
38615,"68, 68.2, 56.3, 72.4",0.0332974683544304,66.225
38616,40.51,0.211499,40.51
38617,"61.4, 51.56",-0.042744,56.480000000000004
38618,79.7,0.106269,79.7
38619,69.1,0.009625,69.1
38620,79.7,0.106269,79.7
38621,60.8,0.005872,60.8
38622,70.2,0.148847,70.2
38623,60.8,0.005872,60.8
38624,68.6,0.113228,68.6
38625,"65.0763157894737, 79.7, 73.2",0.211676119402985,72.65877192982457
38626,"73.2, 77.8, 77.7, 66.3, 65.3, 75.56, 75",0.0430777777777778,72.98
38627,75.6,0.139664,75.6
38628,"65.0763157894737, 46.5, 71.1, 69.1",0.140437662337662,62.944078947368425
38629,68,0.288284,68
38630,79.7,0.106269,79.7
38631,63.8,0.08694,63.8
38632,68,0.288284,68
38633,60.8,0.005872,60.8
38634,"75.6, 71.7",0.128905154639175,73.65
38635,"67.1, 71.9",0.245643,69.5
38636,68,0.288284,68
38637,71.9,0.094695,71.9
38638,79.7,0.106269,79.7
38639,68,0.288284,68
38640,"73.1, 40.51",0.236063,56.80499999999999
38641,65.0763157894737,0.01022,65.0763157894737
38642,73.1,0.026101,73.1
38643,73.1,0.026101,73.1
38644,60.8,0.005872,60.8
38645,"57.6, 61.5, 43.64",0.194208695652174,54.24666666666667
38646,79.7,0.106269,79.7
38647,56.25,0.104983,56.25
38648,68,0.288284,68
38649,68,0.288284,68
38650,73.1,0.026101,73.1
38651,60.8,0.005872,60.8
38652,"79.7, 61.4",0.250447,70.55
38653,68.6,0.113228,68.6
38654,73.1,0.026101,73.1
38655,68,0.288284,68
38656,73.1,0.035542,73.1
38657,72.4,0.120209,72.4
38658,79.7,0.106269,79.7
38659,65.0763157894737,0.01022,65.0763157894737
38660,60.8,0.005872,60.8
38661,60.8,0.005872,60.8
38662,68,0.288284,68
38663,65.0763157894737,0.01022,65.0763157894737
38664,"61.11, 40.51",0.0994430379746835,50.81
38665,79.7,0.106269,79.7
38666,"60.3466666666667, 59.19",0.196661,59.768333333333345
38667,79.7,0.106269,79.7
38668,79.7,0.106269,79.7
38669,73.1,0.026101,73.1
38670,61.4,0.11136,61.4
38671,66.53,-0.12034347826087,66.53
38672,60.8,0.005872,60.8
38673,72,-0.032063,72
38674,73.2,0.20085,73.2
38675,70.2,0.148847,70.2
38676,68.6,0.113228,68.6
38677,60.8,0.005872,60.8
38678,73.1,0.026101,73.1
38679,68.6,0.113228,68.6
38680,68,0.288284,68
38681,68.6,0.113228,68.6
38682,79.7,0.106269,79.7
38683,68.6,0.113228,68.6
38684,48.45,0.038279,48.45
38685,"63.3, 68.2",0.026383,65.75
38686,73.1,0.026101,73.1
38687,65.0763157894737,0.01022,65.0763157894737
38688,"77.8, 73.2, 56.8",0.00551940298507463,69.26666666666667
38689,68.6,0.113228,68.6
38690,"72, 77.7",0.157688,74.85
38691,73.1,0.026101,73.1
38692,73.2,0.20085,73.2
38693,68,0.288284,68
38694,79.7,0.106269,79.7
38695,"77.8, 73.2, 47.5",0.111098550724638,66.16666666666667
38696,"65.3, 57.6",0.206472,61.45
38697,"71.1, 73.2, 65.3, 65.0763157894737",0.106102597402597,68.66907894736842
38698,"73.2, 77.5, 75.6, 72",0.149984126984127,74.575
38699,69.1,0.009625,69.1
38700,73.1,0.026101,73.1
38701,79.7,0.106269,79.7
38702,60.8,0.005872,60.8
38703,"60.8, 67.1, 70.2, 51.56, 61.4, 77.2, 79.7",0.0771367088607595,66.85142857142857
38704,73.1,0.026101,73.1
38705,"77.2, 61.4, 71.9",0.239058,70.16666666666667
38706,71.9,0.094695,71.9
38707,68,0.288284,68
38708,77.2,0.049439,77.2
38709,66.53,-0.12034347826087,66.53
38710,68,0.288284,68
38711,23.86,0.233491,23.86
38712,79.7,0.106269,79.7
38713,"73.2, 51.9",0.180112676056338,62.55
38714,"64.12, 68.6",0.220629,66.36
38715,73.1,0.026101,73.1
38716,64.12,0.197647,64.12
38717,65.0763157894737,0.01022,65.0763157894737
38718,73.1,0.026101,73.1
38719,79.7,0.106269,79.7
38720,"63.55, 46.5, 47.5",0.20232027027027,52.516666666666666
38721,77.8,-0.204998,77.8
38722,68,0.288284,68
38723,65.3,0.055561,65.3
38724,66.0842105263158,0.240416,66.0842105263158
38725,48.45,0.038279,48.45
38726,60.8,0.005872,60.8
38727,73.1,0.026101,73.1
38728,60.8,0.005872,60.8
38729,56.25,0.104983,56.25
38730,73.1,0.026101,73.1
38731,"57.6, 71.1",0.032364,64.35
38732,70.2,0.148847,70.2
38733,68.3,-0.108925,68.3
38734,68.6,0.113228,68.6
38735,"70.2, 71.9, 60.8",0.330775,67.63333333333334
38736,68,0.288284,68
38737,"79.7, 83, 66.53",0.185202,76.41
38738,73.1,0.026101,73.1
38739,79.7,0.106269,79.7
38740,64.12,0.197647,64.12
38741,83,-0.042243,83
38742,68,0.288284,68
38743,60.8,0.005872,60.8
38744,68.6,0.113228,68.6
38745,"71.9, 61.4",0.463917,66.65
38746,65.4,0.023996,65.4
38747,60.8,0.005872,60.8
38748,77.2,0.049439,77.2
38749,"71.9, 70.2",0.095193,71.05000000000001
38750,71.1,0.160342,71.1
38751,79.7,0.106269,79.7
38752,"71.9, 79.7, 83",0.27717,78.2
38753,60.8,0.005872,60.8
38754,68.3,-0.108925,68.3
38755,68.6,0.113228,68.6
38756,77.2,0.049439,77.2
38757,"79.7, 83",0.21883,81.35
38758,59.1,-0.029643,59.1
38759,60.8,0.005872,60.8
38760,68,0.288284,68
38761,60.8,0.005872,60.8
38762,60.8,0.005872,60.8
38763,60.8,0.005872,60.8
38764,63.8,0.08694,63.8
38765,60.8,0.005872,60.8
38766,61.4,0.11136,61.4
38767,79.7,0.106269,79.7
38768,72.84,0.036889,72.84
38769,"79.7, 83, 67.1, 51.56, 34.44, 61.4",-0.018624,62.86666666666667
38770,"40.51, 61.11",0.0897323943661972,50.81
38771,"77.2, 70.4",0.260011688311688,73.80000000000001
38772,79.7,0.106269,79.7
38773,73.1,0.026101,73.1
38774,60.8,0.005872,60.8
38775,61.4,0.11136,61.4
38776,62.8125,0.060666,62.8125
38777,60.8,0.005872,60.8
38778,73.2,0.20085,73.2
38779,"61.11, 40.51",0.0994430379746835,50.81
38780,60.8,0.005872,60.8
38781,68,0.288284,68
38782,68,0.288284,68
38783,60.8,0.005872,60.8
38784,77.2,0.049439,77.2
38785,"65.0763157894737, 71.1, 66.3, 57.6, 73.2, 77.7",0.0667365384615385,68.49605263157895
38786,79.7,0.106269,79.7
38787,69.1,0.009625,69.1
38788,73.1,0.026101,73.1
38789,"60.8, 71.9, 70.2, 61.4, 77.2, 67.1",0.245635526315789,68.1
38790,34.44,-0.03247,34.44
38791,51.56,-0.306933,51.56
38792,77.2,0.049439,77.2
38793,"60.8, 67.1",-0.03545,63.949999999999996
38794,73.1,0.026101,73.1
38795,60.8,0.005872,60.8
38796,"51.56, 61.4, 77.2",-0.00513099999999999,63.38666666666667
38797,64.0191489361702,0.080324,64.0191489361702
38798,68,0.288284,68
38799,67.1,-0.043252,67.1
38800,"61.11, 40.51",0.0994430379746835,50.81
38801,77.2,0.049439,77.2
38802,"67.1, 61.4",-0.050442,64.25
38803,67.1,-0.043252,67.1
38804,60.8,0.005872,60.8
38805,61.4,0.11136,61.4
38806,66.0842105263158,0.240416,66.0842105263158
38807,69.1,0.009625,69.1
38808,68.6,0.113228,68.6
38809,"73.2, 76, 79.3",0.0127826666666667,76.16666666666667
38810,77.2,0.049439,77.2
38811,68.05,0.122124,68.05
38812,61.4,0.11136,61.4
38813,64.12,0.197647,64.12
38814,73.1,0.026101,73.1
38815,60.8,0.005872,60.8
38816,57.6,0.04147,57.6
38817,64.12,0.197647,64.12
38818,"65.0763157894737, 57.6, 65.3",0.099559,62.65877192982457
38819,61.4,0.11136,61.4
38820,79.7,0.106269,79.7
38821,68.3,-0.108925,68.3
38822,"65.3, 72, 73.2",0.202516,70.16666666666667
38823,67.1,-0.043252,67.1
38824,"64.12, 69.1, 68",0.155679,67.07333333333334
38825,57.6,0.04147,57.6
38826,71,0.072533,71
38827,"65.3, 71.7",0.167789,68.5
38828,79.7,0.106269,79.7
38829,77.2,0.049439,77.2
38830,65.0763157894737,0.01022,65.0763157894737
38831,60.8,0.005872,60.8
38832,"70.2, 71.1, 68.3, 77.5",0.132876744186047,71.775
38833,69.1,0.009625,69.1
38834,79.7,0.106269,79.7
38835,60.8,0.005872,60.8
38836,68.6,0.113228,68.6
38837,60.8,0.005872,60.8
38838,"71.9, 70.2",0.095193,71.05000000000001
38839,"79.7, 71.9",0.172844,75.80000000000001
38840,77.2,0.049439,77.2
38841,68.6,0.113228,68.6
38842,68.05,0.122124,68.05
38843,"79.7, 61.4",0.250447,70.55
38844,79.7,0.106269,79.7
38845,68,0.288284,68
38846,60.8,0.005872,60.8
38847,73.1,0.026101,73.1
38848,"60.8, 73.2, 65.0763157894737",0.119553846153846,66.35877192982457
38849,73.1,0.035542,73.1
38850,77.2,0.049439,77.2
38851,68,0.288284,68
38852,68,0.288284,68
38853,66.0842105263158,0.240416,66.0842105263158
38854,77.2,0.049439,77.2
38855,"61.11, 40.51",0.0994430379746835,50.81
38856,73.1,0.026101,73.1
38857,"57.6, 65.3, 77.8",0.04683,66.9
38858,60.8,0.005872,60.8
38859,60.8,0.005872,60.8
38860,79.7,0.106269,79.7
38861,77.8,-0.204998,77.8
38862,79.7,0.106269,79.7
38863,73.1,0.026101,73.1
38864,68,0.288284,68
38865,48.45,0.038279,48.45
38866,61.4,0.11136,61.4
38867,"86.4, 79.7",0.087355,83.05000000000001
38868,77.8,-0.204998,77.8
38869,73.2,0.20085,73.2
38870,68.05,0.122124,68.05
38871,83,-0.042243,83
38872,72,-0.032063,72
